https://www.myminifactory.com/object/17146,https://cdn.myminifactory.com/assets/object-assets/579fcd94448bb/threedfiles/stw-190-british-museum-maskofaslave-1.stl,"Mask of a Slave at The British Museum, London",Roman (?),1stC BC-1stC,
https://www.myminifactory.com/object/17147,https://cdn.myminifactory.com/assets/object-assets/579fcd94edcc6/threedfiles/stw-179-british-museum-monkeyplayingharp-1.stl,"Monkey Playing the Harp at The British Museum, London",Hellenistic,2ndC BC-1stC BC,
https://www.myminifactory.com/object/17148,https://cdn.myminifactory.com/assets/object-assets/579fcd9573c21/threedfiles/stw-215-british-museum-paintedantefix-1.stl,"Painted Antefix at The British Museum, London",Etruscan,520BC-500BC,
https://www.myminifactory.com/object/17149,https://cdn.myminifactory.com/assets/object-assets/579fcd961e73f/threedfiles/stw-175-british-museum-femalefigureseated-1.stl,"Seated Female Figure at The British Museum, London",Classical Greek,450BC (circa),
https://www.myminifactory.com/object/17150,https://cdn.myminifactory.com/assets/object-assets/579fcd9714699/threedfiles/stw-213-british-museum-shavedhead-1.stl,"Man with a Shaven Head at The British Museum, London",Roman Republican,60BC-40BC,
https://www.myminifactory.com/object/17151,https://cdn.myminifactory.com/assets/object-assets/579fcd979ac64/threedfiles/stw-172-british-museum-slavelamp-1.stl,"Slave Lamp at The British Museum, London",Roman,90-140 (circa),
https://www.myminifactory.com/object/17152,https://cdn.myminifactory.com/assets/object-assets/579fcd983f4e7/threedfiles/stw-177-british-museum-femalefigures-standing1-1.stl,"Female Figure 1 at The British Museum, London",Hellenistic,300BC-275BC,
https://www.myminifactory.com/object/17153,https://cdn.myminifactory.com/assets/object-assets/579fcd98d3de8/threedfiles/stw-177-british-museum-femalefigures-standing2-1.stl,"Female Figure 2 at The British Museum, London",Hellenistic,250BC-200BC,
https://www.myminifactory.com/object/17157,https://cdn.myminifactory.com/assets/object-assets/579fcd9c3bdb1/threedfiles/stw-173-british-museum-wickedrestlamp-1.stl,"Wheelmade Open Lamp at The British Museum, London",Cypro-Classical,500BC-400BC (perhaps),
https://www.myminifactory.com/object/17344,https://cdn.myminifactory.com/assets/object-assets/579fcdfa7fc00/threedfiles/british-museum-macedonian-warrior-1.stl,"A Macedonian warrior's helmet at The British Museum, London",Classical Greek,450BC-400BC (circa),
https://www.myminifactory.com/object/17345,https://cdn.myminifactory.com/assets/object-assets/579fcdfb1e16b/threedfiles/british-museum-tattooed-courtesan-1.stl,"Tattooed Courtesan at The British Museum, London",Classical Greek (?),350BC-290BC,
https://www.myminifactory.com/object/17347,https://cdn.myminifactory.com/assets/object-assets/579fcdfcd6720/threedfiles/british-museum-athenian-woman-1.stl,"An Athenian Woman at The British Museum, London",Classical Greek,440BC-420BC,
https://www.myminifactory.com/object/17349,https://cdn.myminifactory.com/assets/object-assets/579fcdfee12e8/threedfiles/british-museum-artemis-bendis-1.stl,"Artemis Bendis at The British Museum, London",Attic,350BC (circa),
https://www.myminifactory.com/object/17350,https://cdn.myminifactory.com/assets/object-assets/579fcdff85d19/threedfiles/british-museum-athlete-or-young-god-1.stl,"Athlete or young god at The British Museum, London",Classical Greek,340BC-320BC,
https://www.myminifactory.com/object/17351,https://cdn.myminifactory.com/assets/object-assets/579fce0073aa4/threedfiles/british-museum-tlaloc-1.stl,"Tlaloc at The British Museum, London",Aztec,1300 - 1521,
https://www.myminifactory.com/object/17352,https://cdn.myminifactory.com/assets/object-assets/579fce011c4b0/threedfiles/british-museum-eagle-1.stl,"Basalt relief of an eagle at The British Museum, London",Aztec,1300-1521 (circa),
https://www.myminifactory.com/object/17381,https://cdn.myminifactory.com/assets/object-assets/579fce1986137/threedfiles/british-museum-figurine-1-1.stl,"Cycladic Figurine 1 at The British Museum, London",Grotta-Pelos Culture,2800BC-2700BC,
https://www.myminifactory.com/object/17382,https://cdn.myminifactory.com/assets/object-assets/579fce19c9473/threedfiles/british-museum-figurine-2-1.stl,"Cycladic Figurine 2 at The British Museum, London",Keros-Syros Culture,2800BC-2700BC,
https://www.myminifactory.com/object/17383,https://cdn.myminifactory.com/assets/object-assets/579fce1a1e6ac/threedfiles/british-museum-plastiras-figurine-of-a-woman-1.stl,"Marble figurine of a Woman (Plastiras type) at The British Museum, London",Grotta-Pelos Culture,3000BC-2800BC,
https://www.myminifactory.com/object/17384,https://cdn.myminifactory.com/assets/object-assets/579fce1a75fff/threedfiles/british-museum-schematic-1.stl,"Schematic 'Violin' Figurine at The British Museum, London",Grotta-Pelos Culture,2800BC (circa),
https://www.myminifactory.com/object/17393,https://cdn.myminifactory.com/assets/object-assets/579fce1e43e82/threedfiles/british-museum-portrait-of-francesco-cinzio-benincasa-1479-80-italy-p-1.stl,Francesco Cinzio Benincasa,About 1478-80,1478-1480 (made),
https://www.myminifactory.com/object/17490,https://cdn.myminifactory.com/assets/object-assets/579fce64b0850/threedfiles/british-museum-female-head-1.stl,"Female Head at The British Museum, London",Classical Greek,4thC BC,
https://www.myminifactory.com/object/17492,https://cdn.myminifactory.com/assets/object-assets/579fce674142b/threedfiles/british-museum-female-statue-with-peplos-1.stl,"Female statue wearing a Peplos at The British Museum, London",null,470BC (circa),
https://www.myminifactory.com/object/17494,https://cdn.myminifactory.com/assets/object-assets/579fce681d55d/threedfiles/british-museum-fragment-of-a-marble-figurine-1.stl,"Fragment of a Figurine or Group at The British Museum, London",Keros-Syros Culture,2700BC-2400BC,
https://www.myminifactory.com/object/17496,https://cdn.myminifactory.com/assets/object-assets/579fce68d899b/threedfiles/british-museum-fragment-of-a-vessel-1.stl,"Fragment of a vessel at The British Museum, London",Early Cycladic,2800BC-2700BC (circa),
https://www.myminifactory.com/object/17497,https://cdn.myminifactory.com/assets/object-assets/579fce6a99f27/threedfiles/british-museum-galaxidi-bronzes-1.stl,"Galaxidi Bronzes at The British Museum, London",Classical Greek,420BC-400BC (circa),
https://www.myminifactory.com/object/17532,https://cdn.myminifactory.com/assets/object-assets/579fce807aebd/threedfiles/british-museum-colossal-granite-fist-1.stl,"Colossal Granite Fist at The British Museum, London",19th Dynasty,1260BC (circa),
https://www.myminifactory.com/object/17570,https://cdn.myminifactory.com/assets/object-assets/579fce920bb9f/threedfiles/british-museum-leda-and-the-swan-1.stl,"Exotic group of Leda and the Swan at The British Museum, London",Boeotian,350BC (circa),
https://www.myminifactory.com/object/17571,https://cdn.myminifactory.com/assets/object-assets/579fce9283e0c/threedfiles/british-museum-figure-of-skylla-1.stl,"Figure of Skylla at The British Museum, London",Western Greek,300 BC - 200 BC,
